AvgSpotLen	Avg_Spot_Len	BioSample	Center_Name	DATASTORE_provider	DATASTORE_region	Experiment	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	cultivar	Assay_Type	BioProject	BioSampleModel	Consent	DATASTORE_filetype	InsertSize	Instrument	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	geo_loc_name	tissue
50	50	SAMN07675568	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235813	SINGLE	KFRAG_00073	2017-10-02	238	85	2017-10-02	SRR6123045	SRS2559597	LOP868_262	Alca_Tarma_dihaploid_262	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675567	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235814	SINGLE	KFRAG_00072	2017-10-02	239	86	2017-10-02	SRR6123044	SRS2559596	LOP868_259	Alca_Tarma_dihaploid_259	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675566	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235815	SINGLE	KFRAG_00071	2017-10-02	203	73	2017-10-02	SRR6123043	SRS2559598	LOP868_258	Alca_Tarma_dihaploid_258	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675631	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235816	SINGLE	KFRAG_00136	2017-10-02	205	73	2017-10-02	SRR6123042	SRS2559599	LOP868_467	Alca_Tarma_dihaploid_467	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675630	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235817	SINGLE	KFRAG_00135	2017-10-02	229	81	2017-10-02	SRR6123041	SRS2559600	LOP868_466	Alca_Tarma_dihaploid_466	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675633	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235818	SINGLE	KFRAG_00138	2017-10-02	958	342	2017-10-02	SRR6123040	SRS2559601	LOP868_473	Alca_Tarma_dihaploid_473	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675632	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235819	SINGLE	KFRAG_00137	2017-10-02	187	67	2017-10-02	SRR6123039	SRS2559602	LOP868_469	Alca_Tarma_dihaploid_469	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675627	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235820	SINGLE	KFRAG_00132	2017-10-02	163	58	2017-10-02	SRR6123038	SRS2559603	LOP868_463	Alca_Tarma_dihaploid_463	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675626	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235821	SINGLE	KFRAG_00131	2017-10-02	142	50	2017-10-02	SRR6123037	SRS2559604	LOP868_461	Alca_Tarma_dihaploid_461	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675629	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235822	SINGLE	KFRAG_00134	2017-10-02	180	64	2017-10-02	SRR6123036	SRS2559605	LOP868_465	Alca_Tarma_dihaploid_465	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675628	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235823	SINGLE	KFRAG_00133	2017-10-02	192	68	2017-10-02	SRR6123035	SRS2559606	LOP868_464	Alca_Tarma_dihaploid_464	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675635	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235824	SINGLE	KFRAG_00140	2017-10-02	165	61	2017-10-02	SRR6123034	SRS2559607	LOP868_477	Alca_Tarma_dihaploid_477	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675634	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235825	SINGLE	KFRAG_00139	2017-10-02	572	223	2017-10-02	SRR6123033	SRS2559608	LOP868_474	Alca_Tarma_dihaploid_474	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
300	300	SAMN07675495	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235826	SINGLE	KFRAG_00001	2017-10-02	44219	18828	2017-10-02	SRR6123032	SRS2559609	Alca_Tarma	Alca_Tarma	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
300	300	SAMN07675496	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235827	SINGLE	KFRAG_00002	2017-10-02	62758	27212	2017-10-02	SRR6123031	SRS2559610	PL_4	PL_4	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675498	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235828	SINGLE	KFRAG_00003	2017-10-02	236	84	2017-10-02	SRR6123030	SRS2559611	LOP868_004	Alca_Tarma_dihaploid_004	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675499	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235829	SINGLE	KFRAG_00004	2017-10-02	218	78	2017-10-02	SRR6123029	SRS2559612	LOP868_005	Alca_Tarma_dihaploid_005	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675500	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235830	SINGLE	KFRAG_00005	2017-10-02	238	85	2017-10-02	SRR6123028	SRS2559613	LOP868_006	Alca_Tarma_dihaploid_006	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675525	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235771	SINGLE	KFRAG_00030	2017-10-02	260	93	2017-10-02	SRR6123087	SRS2559554	LOP868_072	Alca_Tarma_dihaploid_072	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675518	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235772	SINGLE	KFRAG_00023	2017-10-02	220	79	2017-10-02	SRR6123086	SRS2559555	LOP868_046	Alca_Tarma_dihaploid_046	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675519	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235773	SINGLE	KFRAG_00024	2017-10-02	224	81	2017-10-02	SRR6123085	SRS2559557	LOP868_048	Alca_Tarma_dihaploid_048	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675516	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235774	SINGLE	KFRAG_00021	2017-10-02	259	93	2017-10-02	SRR6123084	SRS2559556	LOP868_044	Alca_Tarma_dihaploid_044	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675517	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235775	SINGLE	KFRAG_00022	2017-10-02	214	77	2017-10-02	SRR6123083	SRS2559558	LOP868_045	Alca_Tarma_dihaploid_045	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675522	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235776	SINGLE	KFRAG_00027	2017-10-02	215	77	2017-10-02	SRR6123082	SRS2559559	LOP868_062	Alca_Tarma_dihaploid_062	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675523	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235777	SINGLE	KFRAG_00028	2017-10-02	216	77	2017-10-02	SRR6123081	SRS2559560	LOP868_064	Alca_Tarma_dihaploid_064	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675520	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235778	SINGLE	KFRAG_00025	2017-10-02	234	84	2017-10-02	SRR6123080	SRS2559561	LOP868_058	Alca_Tarma_dihaploid_058	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675521	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235779	SINGLE	KFRAG_00026	2017-10-02	188	67	2017-10-02	SRR6123079	SRS2559562	LOP868_060	Alca_Tarma_dihaploid_060	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675620	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235780	SINGLE	KFRAG_00125	2017-10-02	170	60	2017-10-02	SRR6123078	SRS2559563	LOP868_450	Alca_Tarma_dihaploid_450	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675621	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235781	SINGLE	KFRAG_00126	2017-10-02	188	67	2017-10-02	SRR6123077	SRS2559564	LOP868_452	Alca_Tarma_dihaploid_452	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675622	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235782	SINGLE	KFRAG_00127	2017-10-02	129	46	2017-10-02	SRR6123076	SRS2559565	LOP868_454	Alca_Tarma_dihaploid_454	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675623	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235783	SINGLE	KFRAG_00128	2017-10-02	174	62	2017-10-02	SRR6123075	SRS2559566	LOP868_456	Alca_Tarma_dihaploid_456	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675616	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235784	SINGLE	KFRAG_00121	2017-10-02	230	82	2017-10-02	SRR6123074	SRS2559567	LOP868_433	Alca_Tarma_dihaploid_433	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675617	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235785	SINGLE	KFRAG_00122	2017-10-02	226	80	2017-10-02	SRR6123073	SRS2559568	LOP868_435	Alca_Tarma_dihaploid_435	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675618	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235786	SINGLE	KFRAG_00123	2017-10-02	173	61	2017-10-02	SRR6123072	SRS2559569	LOP868_439	Alca_Tarma_dihaploid_439	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675619	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235787	SINGLE	KFRAG_00124	2017-10-02	179	63	2017-10-02	SRR6123071	SRS2559570	LOP868_449	Alca_Tarma_dihaploid_449	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675624	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235788	SINGLE	KFRAG_00129	2017-10-02	188	66	2017-10-02	SRR6123070	SRS2559571	LOP868_459	Alca_Tarma_dihaploid_459	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675625	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235789	SINGLE	KFRAG_00130	2017-10-02	552	196	2017-10-02	SRR6123069	SRS2559572	LOP868_460	Alca_Tarma_dihaploid_460	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675642	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235790	SINGLE	KFRAG_00147	2017-10-02	123	44	2017-10-02	SRR6123068	SRS2559573	LOP868_493	Alca_Tarma_dihaploid_493	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675643	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235791	SINGLE	KFRAG_00148	2017-10-02	191	68	2017-10-02	SRR6123067	SRS2559574	LOP868_494	Alca_Tarma_dihaploid_494	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675640	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235792	SINGLE	KFRAG_00145	2017-10-02	116	41	2017-10-02	SRR6123066	SRS2559575	LOP868_487	Alca_Tarma_dihaploid_487	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675641	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235793	SINGLE	KFRAG_00146	2017-10-02	244	87	2017-10-02	SRR6123065	SRS2559576	LOP868_488	Alca_Tarma_dihaploid_488	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675638	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235794	SINGLE	KFRAG_00143	2017-10-02	175	62	2017-10-02	SRR6123064	SRS2559577	LOP868_483	Alca_Tarma_dihaploid_483	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675639	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235795	SINGLE	KFRAG_00144	2017-10-02	185	66	2017-10-02	SRR6123063	SRS2559578	LOP868_485	Alca_Tarma_dihaploid_485	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675636	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235796	SINGLE	KFRAG_00141	2017-10-02	57	20	2017-10-02	SRR6123062	SRS2559579	LOP868_479	Alca_Tarma_dihaploid_479	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675637	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235797	SINGLE	KFRAG_00142	2017-10-02	60	21	2017-10-02	SRR6123061	SRS2559582	LOP868_480	Alca_Tarma_dihaploid_480	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675644	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235798	SINGLE	KFRAG_00149	2017-10-02	196	70	2017-10-02	SRR6123060	SRS2559581	LOP868_497	Alca_Tarma_dihaploid_497	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675645	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235799	SINGLE	KFRAG_00150	2017-10-02	204	73	2017-10-02	SRR6123059	SRS2559580	LOP868_499	Alca_Tarma_dihaploid_499	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675609	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235800	SINGLE	KFRAG_00114	2017-10-02	377	134	2017-10-02	SRR6123058	SRS2559584	LOP868_417	Alca_Tarma_dihaploid_417	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675608	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235801	SINGLE	KFRAG_00113	2017-10-02	236	84	2017-10-02	SRR6123057	SRS2559583	LOP868_415	Alca_Tarma_dihaploid_415	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
